267735; RANITIDINA CLORIDRATO; RANITIDINA CLORIDRATO; NOT FOUND; 25 MG/ML. SOLUCAO INJETAVEL; AMPOLA; 2.00 ML
412091; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 20 MG; COMPRIMIDO; 0
412091; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 20 MG; COMPRIMIDO; 0
412091; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 20 MG; COMPRIMIDO; 0
412091; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 20 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
412092; RIVAROXABANA; RIVAROXABANA; RIVAROXABANA; 15 MG; COMPRIMIDO; 0
422123; REGORAFENIBE; REGORAFENIBE; REGORAFENIBE; 40 MG; COMPRIMIDO; 0
422123; REGORAFENIBE; REGORAFENIBE; REGORAFENIBE; 40 MG; COMPRIMIDO; 0
422123; REGORAFENIBE; REGORAFENIBE; REGORAFENIBE; 40 MG; COMPRIMIDO; 0
422156; RUXOLITINIBE; RUXOLITINIBE; RUXOLITINIBE; 5 MG; COMPRIMIDO; 0
422156; RUXOLITINIBE; RUXOLITINIBE; RUXOLITINIBE; 5 MG; COMPRIMIDO; 0
423916; ROSUVASTATINA; ROSUVASTATINA; ROSUVASTATINA; CALCICA. 5 MG; COMPRIMIDO; 0
428080; RALTEGRAVIR; RALTEGRAVIR; RALTEGRAVIR; 100 MG; COMPRIMIDO; 0
282998; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DTPA. ACIDO DIETILENOTRIAMINOPENTACETICO 10MG. SNCL2.2H2O. 1 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282998; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DTPA. ACIDO DIETILENOTRIAMINOPENTACETICO 10MG. SNCL2.2H2O. 1 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282998; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DTPA. ACIDO DIETILENOTRIAMINOPENTACETICO 10MG. SNCL2.2H2O. 1 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282998; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DTPA. ACIDO DIETILENOTRIAMINOPENTACETICO 10MG. SNCL2.2H2O. 1 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282998; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DTPA. ACIDO DIETILENOTRIAMINOPENTACETICO 10MG. SNCL2.2H2O. 1 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282998; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DTPA. ACIDO DIETILENOTRIAMINOPENTACETICO 10MG. SNCL2.2H2O. 1 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282998; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DTPA. ACIDO DIETILENOTRIAMINOPENTACETICO 10MG. SNCL2.2H2O. 1 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282998; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DTPA. ACIDO DIETILENOTRIAMINOPENTACETICO 10MG. SNCL2.2H2O. 1 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282998; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DTPA. ACIDO DIETILENOTRIAMINOPENTACETICO 10MG. SNCL2.2H2O. 1 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282998; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DTPA. ACIDO DIETILENOTRIAMINOPENTACETICO 10MG. SNCL2.2H2O. 1 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282999; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DMSA. ACIDO DIMERCAPTOSUCCINICO 1MG. SNCL2.2H2O. 0.41 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282999; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DMSA. ACIDO DIMERCAPTOSUCCINICO 1MG. SNCL2.2H2O. 0.41 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282999; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DMSA. ACIDO DIMERCAPTOSUCCINICO 1MG. SNCL2.2H2O. 0.41 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282999; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DMSA. ACIDO DIMERCAPTOSUCCINICO 1MG. SNCL2.2H2O. 0.41 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282999; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DMSA. ACIDO DIMERCAPTOSUCCINICO 1MG. SNCL2.2H2O. 0.41 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282999; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DMSA. ACIDO DIMERCAPTOSUCCINICO 1MG. SNCL2.2H2O. 0.41 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282999; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DMSA. ACIDO DIMERCAPTOSUCCINICO 1MG. SNCL2.2H2O. 0.41 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282999; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DMSA. ACIDO DIMERCAPTOSUCCINICO 1MG. SNCL2.2H2O. 0.41 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282999; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DMSA. ACIDO DIMERCAPTOSUCCINICO 1MG. SNCL2.2H2O. 0.41 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
282999; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DMSA. ACIDO DIMERCAPTOSUCCINICO 1MG. SNCL2.2H2O. 0.41 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283000; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - GHA. GLUCOHEPTONATO DE CALCIO 100MG. ASCORBATO ESTANOSO. 2 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283000; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - GHA. GLUCOHEPTONATO DE CALCIO 100MG. ASCORBATO ESTANOSO. 2 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283001; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DISIDA. ACIDO DIIDOPROPILIMINODIACETICO 20MG. SNCL2.2H2O. 0.5 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283001; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DISIDA. ACIDO DIIDOPROPILIMINODIACETICO 20MG. SNCL2.2H2O. 0.5 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283001; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DISIDA. ACIDO DIIDOPROPILIMINODIACETICO 20MG. SNCL2.2H2O. 0.5 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283001; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DISIDA. ACIDO DIIDOPROPILIMINODIACETICO 20MG. SNCL2.2H2O. 0.5 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283025; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - PIROFOSFATO DE SODIO. PIROFOSFATO DE SODIO 10MG. SNCL2.2H2O. 2 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283025; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - PIROFOSFATO DE SODIO. PIROFOSFATO DE SODIO 10MG. SNCL2.2H2O. 2 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283025; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - PIROFOSFATO DE SODIO. PIROFOSFATO DE SODIO 10MG. SNCL2.2H2O. 2 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283025; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - PIROFOSFATO DE SODIO. PIROFOSFATO DE SODIO 10MG. SNCL2.2H2O. 2 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283025; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - PIROFOSFATO DE SODIO. PIROFOSFATO DE SODIO 10MG. SNCL2.2H2O. 2 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283025; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - PIROFOSFATO DE SODIO. PIROFOSFATO DE SODIO 10MG. SNCL2.2H2O. 2 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283025; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - PIROFOSFATO DE SODIO. PIROFOSFATO DE SODIO 10MG. SNCL2.2H2O. 2 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283025; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - PIROFOSFATO DE SODIO. PIROFOSFATO DE SODIO 10MG. SNCL2.2H2O. 2 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283036; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - SAH. SORO ALBUMINA HUMANO 10MG. SNCL2.2H2O. 0.04 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283037; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DEXTRAN 500. DEXTRAN-500  100MG. SNCL2.2H2O. 1.5 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283037; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DEXTRAN 500. DEXTRAN-500  100MG. SNCL2.2H2O. 1.5 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283038; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DEXTRAN 70. DEXTRAN-70  50MG. SNCL2.2H2O. 0.75 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283038; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DEXTRAN 70. DEXTRAN-70  50MG. SNCL2.2H2O. 0.75 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283038; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DEXTRAN 70. DEXTRAN-70  50MG. SNCL2.2H2O. 0.75 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283038; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DEXTRAN 70. DEXTRAN-70  50MG. SNCL2.2H2O. 0.75 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283038; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DEXTRAN 70. DEXTRAN-70  50MG. SNCL2.2H2O. 0.75 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283038; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DEXTRAN 70. DEXTRAN-70  50MG. SNCL2.2H2O. 0.75 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283039; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - ESTANHO COLOIDAL. FLUORETO DE ESTANHO 0.125MG. FLUOREO DE SODIO 1MG. PVP-40. 0.5 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283039; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - ESTANHO COLOIDAL. FLUORETO DE ESTANHO 0.125MG. FLUOREO DE SODIO 1MG. PVP-40. 0.5 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283039; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - ESTANHO COLOIDAL. FLUORETO DE ESTANHO 0.125MG. FLUOREO DE SODIO 1MG. PVP-40. 0.5 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283039; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - ESTANHO COLOIDAL. FLUORETO DE ESTANHO 0.125MG. FLUOREO DE SODIO 1MG. PVP-40. 0.5 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283039; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - ESTANHO COLOIDAL. FLUORETO DE ESTANHO 0.125MG. FLUOREO DE SODIO 1MG. PVP-40. 0.5 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283039; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - ESTANHO COLOIDAL. FLUORETO DE ESTANHO 0.125MG. FLUOREO DE SODIO 1MG. PVP-40. 0.5 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283039; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - ESTANHO COLOIDAL. FLUORETO DE ESTANHO 0.125MG. FLUOREO DE SODIO 1MG. PVP-40. 0.5 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283040; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MAA. SORO ALBUMINA HUMANA DESNATURADA 2.2MG. SNCL2.2H2O. 22 MCG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283040; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MAA. SORO ALBUMINA HUMANA DESNATURADA 2.2MG. SNCL2.2H2O. 22 MCG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283040; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MAA. SORO ALBUMINA HUMANA DESNATURADA 2.2MG. SNCL2.2H2O. 22 MCG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283042; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - ECD. ETILENODICISTEINA DIETIL ESTER 1MG. SNCL2.2H2O. 0.41 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283042; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - ECD. ETILENODICISTEINA DIETIL ESTER 1MG. SNCL2.2H2O. 0.41 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283042; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - ECD. ETILENODICISTEINA DIETIL ESTER 1MG. SNCL2.2H2O. 0.41 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283042; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - ECD. ETILENODICISTEINA DIETIL ESTER 1MG. SNCL2.2H2O. 0.41 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283042; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - ECD. ETILENODICISTEINA DIETIL ESTER 1MG. SNCL2.2H2O. 0.41 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283047; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - FITATO. FITATO DE SODIO 20MG. SNCL2.2H2O. 1 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283047; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - FITATO. FITATO DE SODIO 20MG. SNCL2.2H2O. 1 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283047; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - FITATO. FITATO DE SODIO 20MG. SNCL2.2H2O. 1 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283047; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - FITATO. FITATO DE SODIO 20MG. SNCL2.2H2O. 1 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
283047; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - FITATO. FITATO DE SODIO 20MG. SNCL2.2H2O. 1 MG. LIOFILIZADO. ESTERIL. APIROGENO; CONJUNTO; 0
339575; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MAA. MACROAGREGADO DE SORO ALBUMINA HUMANO 2.2 MG. AC.ASCORBICO 4.6MG. GLICOSE 18.7MG. NACL 8.1G. ACETATO DE SODIO 22MG E SNCL2. 2H2O  0.22 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339575; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MAA. MACROAGREGADO DE SORO ALBUMINA HUMANO 2.2 MG. AC.ASCORBICO 4.6MG. GLICOSE 18.7MG. NACL 8.1G. ACETATO DE SODIO 22MG E SNCL2. 2H2O  0.22 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339575; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MAA. MACROAGREGADO DE SORO ALBUMINA HUMANO 2.2 MG. AC.ASCORBICO 4.6MG. GLICOSE 18.7MG. NACL 8.1G. ACETATO DE SODIO 22MG E SNCL2. 2H2O  0.22 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339575; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MAA. MACROAGREGADO DE SORO ALBUMINA HUMANO 2.2 MG. AC.ASCORBICO 4.6MG. GLICOSE 18.7MG. NACL 8.1G. ACETATO DE SODIO 22MG E SNCL2. 2H2O  0.22 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339575; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MAA. MACROAGREGADO DE SORO ALBUMINA HUMANO 2.2 MG. AC.ASCORBICO 4.6MG. GLICOSE 18.7MG. NACL 8.1G. ACETATO DE SODIO 22MG E SNCL2. 2H2O  0.22 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339575; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MAA. MACROAGREGADO DE SORO ALBUMINA HUMANO 2.2 MG. AC.ASCORBICO 4.6MG. GLICOSE 18.7MG. NACL 8.1G. ACETATO DE SODIO 22MG E SNCL2. 2H2O  0.22 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339576; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - ECD. ETILENODICISTEINA DIETIL ESTER 1MG. SNCL2.2H2O 0.125 MG + MANITOL 24 MG + EDTA. 0.36 MG. LIOFILIZADO. ESTERIL. APIROGENICO. C/ DILUENTE TAMPAO; CONJUNTO; 0
339586; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DMSA. ACIDO DIMERCAPTOSUCCINICO 1MG. AC. ASCORBICO 0.7 MG. INOSITOL 50 MG. SNCL2.2H2O. 0.44 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339587; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - DTPA. ACIDO DIETILENOTRIAMINOPENTACETICO 10MG. SNCL2.2H2O 1 MG E PABA (AC. PARAMINOBENZOICO) 2 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339591; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - EC. L-ETILENODICISTEINA 0.5 MG. SNCL2.2H2O  0.3MG. FOSF.SODIO:DIBASICO 10MG.TRIBASICO DODECAHIDRATADO. 0.3 MG. LIOFILIZADO. ESTERIL. APIROGENICO. C/ DILUENTE TAMPAO; CONJUNTO; 0
339591; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - EC. L-ETILENODICISTEINA 0.5 MG. SNCL2.2H2O  0.3MG. FOSF.SODIO:DIBASICO 10MG.TRIBASICO DODECAHIDRATADO. 0.3 MG. LIOFILIZADO. ESTERIL. APIROGENICO. C/ DILUENTE TAMPAO; CONJUNTO; 0
339592; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MDP. METILENODIFOSFONATO DE SODIO 5 MG. SNCL2.2H2O 1 MG. AC.ASCORBICO 0.1 MG. PIROFOSF.SODIO DECAHIDRATADO. 20 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339592; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MDP. METILENODIFOSFONATO DE SODIO 5 MG. SNCL2.2H2O 1 MG. AC.ASCORBICO 0.1 MG. PIROFOSF.SODIO DECAHIDRATADO. 20 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339592; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MDP. METILENODIFOSFONATO DE SODIO 5 MG. SNCL2.2H2O 1 MG. AC.ASCORBICO 0.1 MG. PIROFOSF.SODIO DECAHIDRATADO. 20 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339592; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MDP. METILENODIFOSFONATO DE SODIO 5 MG. SNCL2.2H2O 1 MG. AC.ASCORBICO 0.1 MG. PIROFOSF.SODIO DECAHIDRATADO. 20 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339592; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MDP. METILENODIFOSFONATO DE SODIO 5 MG. SNCL2.2H2O 1 MG. AC.ASCORBICO 0.1 MG. PIROFOSF.SODIO DECAHIDRATADO. 20 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339592; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MDP. METILENODIFOSFONATO DE SODIO 5 MG. SNCL2.2H2O 1 MG. AC.ASCORBICO 0.1 MG. PIROFOSF.SODIO DECAHIDRATADO. 20 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339592; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MDP. METILENODIFOSFONATO DE SODIO 5 MG. SNCL2.2H2O 1 MG. AC.ASCORBICO 0.1 MG. PIROFOSF.SODIO DECAHIDRATADO. 20 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339592; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MDP. METILENODIFOSFONATO DE SODIO 5 MG. SNCL2.2H2O 1 MG. AC.ASCORBICO 0.1 MG. PIROFOSF.SODIO DECAHIDRATADO. 20 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
339592; RADIOFÁRMACO - REAGENTE; RADIOFARMACO REAGENTE; NOT FOUND; 99MTC - MDP. METILENODIFOSFONATO DE SODIO 5 MG. SNCL2.2H2O 1 MG. AC.ASCORBICO 0.1 MG. PIROFOSF.SODIO DECAHIDRATADO. 20 MG. LIOFILIZADO. ESTERIL. APIROGENICO; CONJUNTO; 0
